BGC_ID,num_compounds,compounds,num_activity,activity,any_known_activity
BGC0000405,4,δ-(L-α-aminoadipyl)-L-cysteine-D-valine;isopenicillin N;benzylpenicillin;phenoxymethylpenicillin,1,antibacterial,TRUE
BGC0000406,1,phosphinothricintripeptide,1,antibacterial,TRUE
BGC0000407,1,plipastatin,2,antifungal;surfactant,TRUE
BGC0000408,1,polymyxin,2,antibacterial;surfactant,TRUE
BGC0000409,1,porothramycin A,2,antibacterial;cytotoxic,TRUE
BGC0000410,1,pseudomonine,1,siderophore,TRUE
BGC0000411,1,putisolvin,2,antibacterial;antifungal,TRUE
BGC0000412,1,pyochelin,2,antibacterial;siderophore,TRUE
BGC0000413,1,Pf-5 pyoverdine,1,siderophore,TRUE
BGC0000414,1,quinocarcin,1,cytotoxic,TRUE
BGC0000415,1,quinomycin,2,antibacterial;cytotoxic,TRUE
BGC0000416,4,rhabdopeptide 1;rhabdopeptide 2;rhabdopeptide 3;rhabdopeptide 4,1,cytotoxic,TRUE
BGC0000417,1,rhodochelin,1,siderophore,TRUE
BGC0000418,1,ristocetin,1,antibacterial,TRUE
BGC0000419,1,ristomycin A,1,antibacterial,TRUE
BGC0000420,7,histidyltryptophanyldiketopiperazine;dehydrohistidyltryptophanyldiketopiperazine;roquefortine D;roquefortine C;glandicoline A;glandicoline B;meleagrine,2,antibacterial;inhibitor,TRUE
BGC0000421,2,safracin A;safracin B,1,cytotoxic,TRUE
BGC0000422,2,saframycin A;saframycin B,2,antibacterial;cytotoxic,TRUE
BGC0000423,1,scabichelin,1,siderophore,TRUE
BGC0000424,3,serobactin C;serobactin B;serobactin A,1,siderophore,TRUE
BGC0000425,1,sessilin A,2,antifungal;surfactant,TRUE
BGC0000426,1,sevadicin,1,antibacterial,TRUE
BGC0000427,3,shinorine;4-deoxygadusol;mycosporine glycine,2,UV protective;antioxidant,TRUE
BGC0000428,1,sibiromycin,2,antibacterial;cytotoxic,TRUE
BGC0000429,2,skyllamycin A;skyllamycin B,0,,FALSE
BGC0000430,1,spumigin E,1,inhibitor,TRUE
BGC0000431,1,stenothricin,1,antibacterial,TRUE
BGC0000432,1,streptothricin,1,antibacterial,TRUE
BGC0000433,1,surfactin,2,antibacterial;surfactant,TRUE
BGC0000434,5,SW-163C;UK-63598;SW-163E;SW-163F;SW-163G,2,antibacterial;cytotoxic,TRUE
BGC0000435,1,syringafactin,1,surfactant,TRUE
BGC0000436,1,syringolin A,1,cytotoxic,TRUE
BGC0000437,1,syringomycin,1,phytotoxic,TRUE
BGC0000438,1,syringopeptin 25A,1,virulence factor,TRUE
BGC0000439,1,taromycin A,2,antibacterial;surfactant,TRUE
BGC0000440,1,teicoplanin,1,antibacterial,TRUE
BGC0000441,1,teicoplanin,0,,FALSE
BGC0000442,1,terrequinone A,1,cytotoxic,TRUE
BGC0000443,1,thanamycin,1,antifungal,TRUE
BGC0000444,1,thaxtomin A,2,herbicidal;phytotoxic,TRUE
BGC0000445,1,thiocoraline,2,antibacterial;cytotoxic,TRUE
BGC0000446,5,tilivalline;9-deoxy tilivalline;dihydroxy tilivalline;dehydro tilivalline;dihydroxy-dehydro tilivalline,2,cytotoxic;enterotoxic,TRUE
BGC0000447,2,tolaasin I;tolaasin F,1,antifungal,TRUE
BGC0000448,1,tomaymycin,4,antibacterial;antifungal;antiviral;cytotoxic,TRUE
BGC0000449,1,tridecaptin,1,antibacterial,TRUE
BGC0000450,1,triostin A,1,cytotoxic,TRUE
BGC0000451,1,turnerbactin,1,siderophore,TRUE
BGC0000452,1,tyrocidine,1,antibacterial,TRUE
BGC0000453,1,valinomycin,5,antibacterial;antifungal;antiviral;cytotoxic;insecticidal,TRUE
BGC0000454,1,vanchrobactin,1,siderophore,TRUE
BGC0000455,1,vancomycin,1,antibacterial,TRUE
BGC0000457,1,vicibactin,1,siderophore,TRUE
BGC0000458,1,viomycin,1,antibacterial,TRUE
BGC0000459,2,griseoviridin;fijimycin A,2,antibacterial;antifungal,TRUE
BGC0000460,1,vulnibactin,1,siderophore,TRUE
BGC0000461,1,WAP-8294A2,1,antibacterial,TRUE
BGC0000464,2,xenoamicin A;xenoamicin B,2,antiparasidal;antiplasmodial,TRUE
BGC0000465,4,xenortide A;xenortide B;xenortide C;xenortide D,1,cytotoxic,TRUE
BGC0000466,1,yatakemycin,2,antifungal;cytotoxic,TRUE
BGC0000467,1,yersiniabactin,1,siderophore,TRUE
BGC0000468,1,bottromycin A2,1,antibacterial,TRUE
BGC0000469,1,bottromycin A2,1,antibacterial,TRUE
BGC0000470,1,bottromycin D,1,antibacterial,TRUE
BGC0000471,1,viridisamide A,0,,FALSE
BGC0000472,1,anacyclamide A10,0,,FALSE
BGC0000473,1,microcyclamide,0,,FALSE
BGC0000474,1,microcyclamide,0,,FALSE
BGC0000475,2,patellamide A;patellamide C,1,cytotoxic,TRUE
BGC0000476,1,patellamide B,0,,FALSE
BGC0000477,2,patellin 2;patellin 3,0,,FALSE
BGC0000478,2,patellin 6;trunkamide,1,cytotoxic,TRUE
BGC0000479,2,prenylagaramide B;prenylagaramide C,0,,FALSE
BGC0000480,2,tenuecyclamide A;tenuecyclamide C,1,antibacterial,TRUE
BGC0000481,1,trichamide,0,,FALSE
BGC0000482,1,trunkamide,1,cytotoxic,TRUE
BGC0000483,2,aeruginosamide B;aeruginosamide C,1,cytotoxic,TRUE
BGC0000484,1,glycocin F,1,antibacterial,TRUE
BGC0000485,1,acidocin B,1,antibacterial,TRUE
BGC0000486,1,butyrivibriocin AR10,0,,FALSE
BGC0000487,1,carnocyclin,1,antibacterial,TRUE
BGC0000488,1,circularin A,1,antibacterial,TRUE
BGC0000489,1,enterocin AS-48,0,,FALSE
BGC0000490,1,garvicin ML,1,antibacterial,TRUE
BGC0000491,1,gassericin A,1,antibacterial,TRUE
BGC0000492,1,lactocyclicin Q,0,,FALSE
BGC0000493,1,leucocyclicin Q,0,,FALSE
BGC0000494,1,uberolysin,1,antibacterial,TRUE
BGC0000495,1,actagardine,1,antibacterial,TRUE
BGC0000496,1,AmfS,1,morphogen,TRUE
BGC0000497,2,BHT-Aα;BHT-Aβ,0,,FALSE
BGC0000498,1,bovicin HJ50,2,antibacterial;signalling,TRUE
BGC0000499,1,butyrivibriocin OR79,0,,FALSE
BGC0000500,2,carnolysin A1;carnolysin A2,1,antibacterial,TRUE
BGC0000501,1,catenulipeptin,0,,FALSE
BGC0000502,8,cerecidin;cerecidin A1;cerecidin A2;cerecidin A3;cerecidin A4;cerecidin A5;cerecidin A6;cerecidin A7,1,antibacterial,TRUE
BGC0000503,1,cinnamycin,1,antibacterial,TRUE
BGC0000504,2,cytolysin ClyLl;cytolysin ClyLs,2,antibacterial;cytotoxic,TRUE
BGC0000505,2,enterocin W α;enterocin W β,0,,FALSE
BGC0000506,1,entianin,2,antibacterial;signalling,TRUE
BGC0000507,1,epicidin,1,antibacterial,TRUE
BGC0000508,1,epidermin,0,,FALSE
BGC0000509,1,epilancin 15x,1,antibacterial,TRUE
BGC0000510,1,epilancin K7,0,,FALSE
BGC0000511,1,ericin S,2,antibacterial;signalling,TRUE
BGC0000513,7,Ery-9;Ery-6;Ery-8;Ery-7;Ery-5;Ery-4;Ery-3,0,,FALSE
BGC0000514,1,gallidermin,1,antibacterial,TRUE
BGC0000515,1,geobacillin I,1,antibacterial,TRUE
BGC0000516,1,geobacillin II,1,antibacterial,TRUE
BGC0000517,2,haloduracin β;haloduracin α,2,antibacterial;inhibitor,TRUE
BGC0000518,1,informatipeptin,0,,FALSE
BGC0000519,3,labyrinthopeptin A2;labyrinthopeptin A1;labyrinthopeptin A3,1,antiviral,TRUE
BGC0000520,2,lacticin 3147 A1;lacticin 3147 A2,1,antibacterial,TRUE
BGC0000521,1,lacticin 481,0,,FALSE
BGC0000522,1,lacticin Z,0,,FALSE
BGC0000523,1,lactocin S,0,,FALSE
BGC0000525,2,lichenicidin VK21 A1;lichenicidin VK21 A2,1,antibacterial,TRUE
BGC0000526,1,macedocin,1,antibacterial,TRUE
BGC0000527,1,mersacidin,1,antibacterial,TRUE
BGC0000528,1,michiganin A,1,antibacterial,TRUE
BGC0000529,1,microbisporicin A2,1,antibacterial,TRUE
BGC0000530,1,mutacin B-Ny266,1,antibacterial,TRUE
BGC0000531,1,mutacin I,0,,FALSE
BGC0000532,1,mutacin II,0,,FALSE
BGC0000533,1,mutacin III,0,,FALSE
BGC0000534,1,mutacin K8,0,,FALSE
BGC0000535,1,nisin A,2,antibacterial;signalling,TRUE
BGC0000536,1,nisin Q,0,,FALSE
BGC0000537,1,nisin U,0,,FALSE
BGC0000538,1,nisin Z,0,,FALSE
BGC0000539,1,nukacin ISK-1,1,antibacterial,TRUE
BGC0000540,1,paenibacillin,1,antibacterial,TRUE
BGC0000541,1,paenicidin A,1,antibacterial,TRUE
BGC0000542,1,paenicidin B,0,,FALSE
BGC0000543,1,pep5,1,antibacterial,TRUE
BGC0000544,1,planosporicin,1,antibacterial,TRUE
BGC0000545,1,ruminococcin A,1,antibacterial,TRUE
BGC0000546,1,SAL-2242,0,,FALSE
BGC0000547,1,salivaricin 9,1,antibacterial,TRUE
BGC0000548,1,salivaricin A,0,,FALSE
BGC0000549,1,salivaricin D,0,,FALSE
BGC0000550,1,salivaricin G32,0,,FALSE
BGC0000551,1,SapB,2,morphogen;surfactant,TRUE
BGC0000552,2,SmbA;SmbB,0,,FALSE
BGC0000553,1,SRO15-2212,0,,FALSE
BGC0000554,1,SRO15-3108,0,,FALSE
BGC0000555,2,staphylococcin C55 α;staphylococcin C55 β,0,,FALSE
BGC0000556,1,streptin,1,antibacterial,TRUE
BGC0000557,1,streptococcin A-FF22,1,antibacterial,TRUE
BGC0000558,1,sublancin 168,1,antibacterial,TRUE
BGC0000559,1,subtilin,2,antibacterial;signalling,TRUE
BGC0000560,1,subtilomycin,2,antibacterial;antifungal,TRUE
BGC0000561,1,thermophilin 1277,1,antibacterial,TRUE
BGC0000562,1,variacin,0,,FALSE
BGC0000563,1,venezuelin,0,,FALSE
BGC0000564,1,clostridiolysin S,3,cytotoxic;hemolytic;toxic,TRUE
BGC0000565,1,goadsporin,1,antibacterial,TRUE
BGC0000566,1,streptolysin S,1,cytotoxic,TRUE
BGC0000567,1,trifolitoxin,0,,FALSE
BGC0000568,1,microcin B17,3,antibacterial;antifungal;surfactant,TRUE
BGC0000569,1,plantazolicin,1,antibacterial,TRUE
BGC0000570,1,astexin-1,0,,FALSE
BGC0000571,1,burhizin,0,,FALSE
BGC0000572,1,capistruin,1,antibacterial,TRUE
BGC0000573,2,caulonodin I;caulonodin II,0,,FALSE
BGC0000574,3,caulosegnin I;caulosegnin II;caulosegnin III,0,,FALSE
BGC0000575,1,lariatin,1,antibacterial,TRUE
BGC0000576,1,rubrivinodin,0,,FALSE
BGC0000577,1,sphingonodin II,0,,FALSE
BGC0000578,1,SRO15-2005,0,,FALSE
BGC0000579,1,SSV-2083,0,,FALSE
BGC0000580,2,xanthomonin I;xanthomonin II,0,,FALSE
BGC0000581,1,microcin J25,1,surfactant,TRUE
BGC0000582,1,cypemycin,2,antibacterial;cytotoxic,TRUE
BGC0000583,1,grisemycin,1,cytotoxic,TRUE
BGC0000584,1,colicin V,1,antibacterial,TRUE
BGC0000585,1,microcin C7,1,surfactant,TRUE
BGC0000586,1,microcin E492,1,surfactant,TRUE
BGC0000587,1,microcin H47,1,surfactant,TRUE
BGC0000588,1,microcin L,1,surfactant,TRUE
BGC0000589,1,microcin M,1,surfactant,TRUE
BGC0000590,1,microcin N,1,surfactant,TRUE
BGC0000591,1,marinostatin,1,inhibitor,TRUE
BGC0000592,1,microviridin B,1,inhibitor,TRUE
BGC0000593,1,microviridin J,1,inhibitor,TRUE
BGC0000594,1,microviridin K,1,inhibitor,TRUE
BGC0000595,1,SCO-2138,0,,FALSE
BGC0000596,1,SLI-2138,0,,FALSE
BGC0000597,1,SWA-2138,0,,FALSE
BGC0000598,2,polytheonamide A;polytheonamide B,1,cytotoxic,TRUE
BGC0000599,2,thuricin CD α;thuricin CD β,1,antibacterial,TRUE
BGC0000600,1,thurincin H,0,,FALSE
BGC0000601,1,sporulation killing factor,1,antibacterial,TRUE
BGC0000602,1,subtilosin A,1,antibacterial,TRUE
BGC0000603,1,cyclothiazomycin,2,antifungal;inhibitor,TRUE
BGC0000604,1,GE2270A,1,antibacterial,TRUE
BGC0000605,1,GE37468,1,antibacterial,TRUE
BGC0000606,1,lactazole,1,cytotoxic,TRUE
BGC0000607,1,micrococcin P1,1,antibacterial,TRUE
BGC0000608,1,nocathiacin,1,antibacterial,TRUE
BGC0000609,1,nocathiacin,0,,FALSE
BGC0000610,1,nosiheptide,1,antibacterial,TRUE
BGC0000611,1,siomycin A,2,antibacterial;cytotoxic,TRUE
BGC0000612,1,thiocillin I,1,antibacterial,TRUE
BGC0000613,1,thiomuracin A,1,antibacterial,TRUE
BGC0000614,1,thiostrepton,2,antibacterial;cytotoxic,TRUE
BGC0000615,1,TP-1161,1,antibacterial,TRUE
BGC0000616,1,amylocyclicin,1,antibacterial,TRUE
BGC0000617,1,coagulin,1,antibacterial,TRUE
BGC0000618,1,enterocin A,0,,FALSE
BGC0000619,1,gassericin T,0,,FALSE
BGC0000620,1,lacticin Q,0,,FALSE
BGC0000621,1,linaclotide,0,,FALSE
BGC0000622,1,megacin,1,antibacterial,TRUE
BGC0000623,2,plantaricin W α;plantaricin W β,0,,FALSE
BGC0000624,2,salivaricin CRL1328 α peptide;salivaricin CRL1328 β peptide,0,,FALSE
BGC0000625,1,thioviridamide,1,cytotoxic,TRUE
BGC0000626,1,thuricin,0,,FALSE
BGC0000627,1,ustiloxin B,0,,FALSE
BGC0000628,1,lactocillin,1,antibacterial,TRUE
BGC0000630,1,"(2R,3S,3'S)-2-hydroxyastaxanthin",0,,FALSE
BGC0000631,5,botcinin H;botcinin I;botcinin J;cinbotolide D;botcinin K,0,,FALSE
BGC0000632,1,brasilicardin A,2,antifungal;cytotoxic,TRUE
BGC0000633,1,carotenoid,0,,FALSE
BGC0000634,1,carotenoid,0,,FALSE
BGC0000635,1,carotenoid,0,,FALSE
BGC0000636,1,carotenoid,0,,FALSE
BGC0000637,1,carotenoid,0,,FALSE
BGC0000638,1,carotenoid,0,,FALSE
BGC0000639,1,carotenoid,0,,FALSE
BGC0000640,1,carotenoid,0,,FALSE
BGC0000641,1,carotenoid,0,,FALSE
BGC0000642,1,carotenoid,0,,FALSE
BGC0000643,1,carotenoid,0,,FALSE
BGC0000644,1,carotenoid,0,,FALSE
BGC0000645,1,carotenoid,0,,FALSE
BGC0000646,1,β-carotein,1,antioxidant,TRUE
BGC0000647,1,carotenoid,0,,FALSE
BGC0000648,1,carotenoid,0,,FALSE
BGC0000649,1,carotenoid,0,,FALSE
BGC0000650,1,carotenoid,0,,FALSE
BGC0000651,1,KS-505a,1,antiprotozoal,TRUE
BGC0000652,1,napyradiomycin,1,antibacterial,TRUE
BGC0000653,1,pentalenolactone,3,antibacterial;antifungal;antiprotozoal,TRUE
BGC0000654,1,phenalinolactone A,1,antibacterial,TRUE
BGC0000656,1,zeaxanthin,1,antioxidant,TRUE
BGC0000657,1,2-methylisoborneol,2,flavor;odorous metabolite,TRUE
BGC0000658,1,2-methylisoborneol,0,,FALSE
BGC0000659,1,2-methylisoborneol,0,,FALSE
BGC0000660,1,albaflavenone,1,antibacterial,TRUE
BGC0000661,1,geosmin,2,flavor;odorous metabolite,TRUE
BGC0000662,1,grixazone A,3,antibacterial;cytotoxic;pigment,TRUE
BGC0000663,1,hopene,2,antiparasidal;cytotoxic,TRUE
BGC0000664,1,isorenieratene,2,antioxidant;pigment,TRUE
BGC0000665,1,xiamycin,2,antiviral;cytotoxic,TRUE
BGC0000666,1,xiamycin A,3,antibacterial;antiviral;cytotoxic,TRUE
BGC0000667,1,PR-toxin,0,,FALSE
BGC0000668,12,12-epi-hapalindole C isonitrile;12-epi-hapalindole E;12-epi-fischerindole U isonitrile;fischerindole L;12-epi-fischerindole I isonitrile;welwitindolinone A isonitrile;welwitindolinone B isothiocyanate;welwitindolinone C isothiocyanate;N-methylwelwitindolinone C isothiocyanate;N-methylwelwitinsolinone C isonitrile;3-epi-welwitindolinone B isothiocyanate;3-(Z-2'-isocyanoethenyl)-indole,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0000669,1,marneral,0,,FALSE
BGC0000670,2,thalianol;thaliandiol,0,,FALSE
BGC0000671,1,momilactone,0,,FALSE
BGC0000672,2,phytocassane;oryzalides,0,,FALSE
BGC0000673,1,"pimara-8(14),15-diene",0,,FALSE
BGC0000674,1,(-)-δ-cadinene,1,cytotoxic,TRUE
BGC0000675,1,(+)-T-muurolol,1,antifungal,TRUE
BGC0000676,4,aphidicolin;aphidicolan-16β-ol;3-deoxyaphidicolin;17-deoxyaphidicolin,1,inhibitor,TRUE
BGC0000677,1,cyclooctatin,3,antibacterial;antiprotozoal;inhibitor,TRUE
BGC0000678,1,pentalenolactone,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0000679,1,diazepinomicin,1,antibacterial,TRUE
BGC0000682,1,terretonin,0,,FALSE
BGC0000683,1,avermitilol,0,,FALSE
BGC0000684,1,asperthecin,0,,FALSE
BGC0000685,1,brassicicene C,0,,FALSE
BGC0000686,1,helvolic acid,0,,FALSE
BGC0000687,1,phyllocladan-16α-ol,0,,FALSE
BGC0000688,1,copalyl diphosphate,0,,FALSE
BGC0000689,1,2-deoxystreptamine,0,,FALSE
BGC0000690,1,hydroxystreptomycin,1,antibacterial,TRUE
BGC0000691,1,acarbose,1,inhibitor,TRUE
BGC0000692,1,apramycin,1,antibacterial,TRUE
BGC0000693,2,butirosin A;butirosin B,1,antibacterial,TRUE
BGC0000694,1,butirosin,0,,FALSE
BGC0000695,1,fortimicin,1,antibacterial,TRUE
BGC0000696,1,gentamicin,1,antibacterial,TRUE
BGC0000698,1,hygromycin A,1,antibacterial,TRUE
BGC0000699,1,hygromycin A,1,antibacterial,TRUE
BGC0000700,1,istamycin,1,antibacterial,TRUE
BGC0000701,1,jinggangmycin,2,antibacterial;antifungal,TRUE
BGC0000702,1,kanamycin,1,antibacterial,TRUE
BGC0000703,1,kanamycin,0,,FALSE
BGC0000704,1,kanamycin,0,,FALSE
BGC0000705,1,kanamycin,0,,FALSE
BGC0000706,1,kanamycin,0,,FALSE
BGC0000707,1,kasugamycin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0000708,1,lividomycin,1,antibacterial,TRUE
BGC0000709,1,neomycin,1,antibacterial,TRUE
BGC0000711,1,neomycin,1,antibacterial,TRUE
BGC0000712,1,paromomycin,4,anthelmintic;antibacterial;antifungal;antiprotozoal,TRUE
BGC0000713,1,ribostamycin,1,antibacterial,TRUE
BGC0000714,1,sisomicin,1,antibacterial,TRUE
BGC0000715,1,actinospectacin,1,antibacterial,TRUE
BGC0000716,1,spectinomycin,1,antibacterial,TRUE
BGC0000719,1,tobramycin,1,antibacterial,TRUE
BGC0000720,1,tobramycin,0,,FALSE
BGC0000721,1,tobramycin,0,,FALSE
BGC0000722,1,validamycin A,2,antibacterial;antifungal,TRUE
BGC0000723,1,validamycin A,1,antifungal,TRUE
BGC0000724,1,streptomycin,1,antibacterial,TRUE
BGC0000725,1,alginate,1,antioxidant,TRUE
BGC0000727,1,indigoidine,0,,FALSE
BGC0000728,1,capsular polysaccharide,1,extracelluar capsule,TRUE
BGC0000729,1,capsular polysaccharide,0,,FALSE
BGC0000730,1,capsular polysaccharide,0,,FALSE
BGC0000731,1,capsular polysaccharide,0,,FALSE
BGC0000732,1,capsular polysaccharide,0,,FALSE
BGC0000733,1,capsular polysaccharide,0,,FALSE
BGC0000734,1,capsular polysaccharide,0,,FALSE
BGC0000735,1,capsular polysaccharide,0,,FALSE
BGC0000736,1,capsular polysaccharide,0,,FALSE
BGC0000737,1,capsular polysaccharide,0,,FALSE
BGC0000738,1,capsular polysaccharide,0,,FALSE
BGC0000739,1,capsular polysaccharide,0,,FALSE
BGC0000740,1,capsular polysaccharide,0,,FALSE
BGC0000741,1,capsular polysaccharide,0,,FALSE
BGC0000742,1,capsular polysaccharide,0,,FALSE
BGC0000743,1,capsular polysaccharide,0,,FALSE
BGC0000744,1,capsular polysaccharide,0,,FALSE
BGC0000745,1,capsular polysaccharide,0,,FALSE
BGC0000746,1,capsular polysaccharide,0,,FALSE
BGC0000747,1,capsular polysaccharide,0,,FALSE
BGC0000748,1,capsular polysaccharide,0,,FALSE
BGC0000749,1,capsular polysaccharide,0,,FALSE
BGC0000751,1,capsular polysaccharide,0,,FALSE
BGC0000752,1,capsular polysaccharide,0,,FALSE
BGC0000753,1,capsular polysaccharide,0,,FALSE
BGC0000754,1,capsular polysaccharide,0,,FALSE
BGC0000755,1,capsular polysaccharide,0,,FALSE
BGC0000756,1,capsular polysaccharide,0,,FALSE
BGC0000757,1,capsular polysaccharide,0,,FALSE
BGC0000758,1,capsular polysaccharide,0,,FALSE
BGC0000759,1,diutan polysaccharide,1,exopolysaccharide,TRUE
BGC0000760,1,emulsan,2,biofilm;emulsifier,TRUE
BGC0000761,1,exopolysaccharide,1,cell envelope,TRUE
BGC0000762,1,exopolysaccharide,0,,FALSE
BGC0000763,1,stewartan,2,biofilm;virulence factor,TRUE
BGC0000764,1,exopolysaccharide,0,,FALSE
BGC0000765,1,exopolysaccharide,0,,FALSE
BGC0000766,1,exopolysaccharide,0,,FALSE
BGC0000767,1,exopolysaccharide,0,,FALSE
BGC0000768,1,gellan polysaccharide,1,biofilm,TRUE
BGC0000769,1,glycopeptidolipid,0,,FALSE
BGC0000770,1,lipo-oligosaccharide,0,,FALSE
BGC0000772,1,lipopolysaccharide,2,adhesion;cell envelope,TRUE
BGC0000773,1,lipopolysaccharide,0,,FALSE
BGC0000774,1,lipopolysaccharide,0,,FALSE
BGC0000775,1,lipopolysaccharide,0,,FALSE
BGC0000776,1,lipopolysaccharide,0,,FALSE
BGC0000777,1,lipopolysaccharide,0,,FALSE
BGC0000778,1,lipopolysaccharide,0,,FALSE
BGC0000779,1,lipopolysaccharide,0,,FALSE
BGC0000780,1,O&K-antigen,0,,FALSE
BGC0000781,1,O-antigen,0,,FALSE
BGC0000782,1,O-antigen,0,,FALSE
BGC0000783,1,O-antigen,0,,FALSE
BGC0000784,1,O-antigen,0,,FALSE
BGC0000785,1,O-antigen,0,,FALSE
BGC0000786,1,O-antigen,0,,FALSE
BGC0000787,1,O-antigen,0,,FALSE
BGC0000788,1,O-antigen,0,,FALSE
BGC0000789,1,O-antigen,0,,FALSE
BGC0000790,1,O-antigen,0,,FALSE
BGC0000791,1,O-antigen,0,,FALSE
BGC0000792,1,polysaccharide,0,,FALSE
BGC0000793,1,lipopolysaccharide oligosaccharide,0,,FALSE
BGC0000794,1,S-layer glycan,1,cell envelope,TRUE
BGC0000795,1,S-layer glycan,0,,FALSE
BGC0000796,1,S-layer glycan,0,,FALSE
BGC0000797,1,sphingan polysaccharide,1,extracelluar capsule,TRUE
BGC0000798,1,dhurrin,0,,FALSE
BGC0000799,1,colanic acid,1,adhesion,TRUE
BGC0000800,1,xanthan,1,emulsifier,TRUE
BGC0000801,1,galactoglucan,1,exopolysaccharide,TRUE
BGC0000802,1,succinoglycan,1,emulsifier,TRUE
BGC0000803,1,GG exopolysaccharide,0,,FALSE
BGC0000804,4,acarviostatin I03;acarviostatin II03;acarviostatin III03;acarviostatin IV03,1,inhibitor,TRUE
BGC0000806,1,phosphonoglycans,1,exopolysaccharide,TRUE
BGC0000807,1,phosphonoglycans,0,,FALSE
BGC0000809,1,AT2433-A1,0,,FALSE
BGC0000810,1,benzoxazinone DIMBOA,0,,FALSE
BGC0000811,1,fumigaclavine C,0,,FALSE
BGC0000812,1,huperzine A,0,,FALSE
BGC0000813,1,K-252a,0,,FALSE
BGC0000814,1,K-252a,0,,FALSE
BGC0000815,3,loline;N-acetylnorloline;N-formylloline,0,,FALSE
BGC0000816,1,malbrancheamide A,1,inhibitor,TRUE
BGC0000817,1,methylarcyriarubin,1,cytotoxic,TRUE
BGC0000818,1,notoamide A,1,cytotoxic,TRUE
BGC0000819,1,paraherquamide,0,,FALSE
BGC0000820,1,physostigmine,2,inhibitor;toxic,TRUE
BGC0000821,1,rebeccamycin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0000825,1,staurosporine,2,antifungal;cytotoxic,TRUE
BGC0000826,1,staurosporine,2,antifungal;cytotoxic,TRUE
BGC0000827,1,staurosporine,0,,FALSE
BGC0000829,1,violacein,4,antibacterial;antitumor;cytotoxic;signalling,TRUE
BGC0000830,1,violacein,1,cytotoxic,TRUE
BGC0000831,1,violacein,0,,FALSE
BGC0000832,1,clorobiocin,1,antibacterial,TRUE
BGC0000833,1,coumermycin A1,1,antibacterial,TRUE
BGC0000834,1,cathomycin,1,antibacterial,TRUE
BGC0000836,1,APE Ec,1,antioxidant,TRUE
BGC0000837,1,APE Vf,1,antioxidant,TRUE
BGC0000838,1,flexirubin,0,,FALSE
BGC0000839,1,flexirubin,0,,FALSE
BGC0000840,1,xanthomonadin I,1,pigment,TRUE
BGC0000841,5,alanylclavam;2-hydroxymethylclavam;2-formyloxymethylclavam;clavam-2-carboxylate;clavulanic acid,3,antibacterial;antifungal;inhibitor,TRUE
BGC0000842,1,carbapenem MM4550,1,antibacterial,TRUE
BGC0000843,4,alanylclavam;2-hydroxymethylclavam;2-formyloxymethylclavam;clavam-2-carboxylate,2,antibacterial;antifungal,TRUE
BGC0000844,1,clavulanic acid,2,antibacterial;inhibitor,TRUE
BGC0000845,1,clavulanic acid,2,antibacterial;inhibitor,TRUE
BGC0000846,1,tabtoxin,1,phytotoxic,TRUE
BGC0000847,1,thienamycin,1,antibacterial,TRUE
BGC0000848,1,A-factor,1,regulatory,TRUE
BGC0000849,3,SCB1;SCB2;SCB3,1,signalling,TRUE
BGC0000850,1,γ-butyrolactone,2,regulatory;signalling,TRUE
BGC0000851,1,albonoursin,2,antibacterial;cytotoxic,TRUE
BGC0000852,1,ectoine,1,osmolytic,TRUE
BGC0000853,1,ectoine,0,,FALSE
BGC0000854,1,ectoine,0,,FALSE
BGC0000855,1,ectoine,0,,FALSE
BGC0000856,1,ectoine,0,,FALSE
BGC0000857,1,ectoine,0,,FALSE
BGC0000858,1,ectoine,0,,FALSE
BGC0000859,1,ectoine,0,,FALSE
BGC0000860,1,ectoine,0,,FALSE
BGC0000861,1,eicosapentaenoic acid,1,cell envelope,TRUE
BGC0000862,1,eicosapentaenoic acid,0,,FALSE
BGC0000863,1,eicosapentaenoic acid,0,,FALSE
BGC0000864,1,eicosapentaenoic acid-like compound,0,,FALSE
BGC0000865,1,eicoseicosapentaenoic acid,0,,FALSE
BGC0000866,1,polyhydroxyalkanoate,1,carbon storage,TRUE
BGC0000867,1,polyhydroxyalkanoic acids,0,,FALSE
BGC0000868,1,teichuronic acid,1,cell wall,TRUE
BGC0000869,1,heterocyst glycolipids,1,other,TRUE
BGC0000870,1,mycolic acid,1,cell envelope,TRUE
BGC0000871,3,VEPE;AEPE;TG-1,1,signalling,TRUE
BGC0000872,2,A-90289 A;A-90289 B,1,antibacterial,TRUE
BGC0000873,1,A-201A,0,,FALSE
BGC0000874,1,blasticidin S,3,antibacterial;antifungal;antiprotozoal,TRUE
BGC0000875,2,caprazamycin;caprazamycin aglycon,2,antibacterial;inhibitor,TRUE
BGC0000876,1,neopolyoxin C,2,antifungal;insecticidal,TRUE
BGC0000877,2,polyoxin A;polyoxin H,1,antifungal,TRUE
BGC0000878,1,puromycin,3,antibacterial;antiprotozoal;cytotoxic,TRUE
BGC0000879,2,toyocamycin;sangivamycin,4,antibacterial;antifungal;antiprotozoal;cytotoxic,TRUE
